model,data_augmentations,instance_id,train_trial_index,score,score_name,unique_id_inc_seed,split,sub_split
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1027,0,0.6978657302364963,NDCG@10,"msmarco:track=trec,valid_topk=30_id1027_0",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1028,0,0.5321164065300502,NDCG@10,"msmarco:track=trec,valid_topk=30_id1028_0",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1029,0,0.34954279612785105,NDCG@10,"msmarco:track=trec,valid_topk=30_id1029_0",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1030,0,0.8340679103777088,NDCG@10,"msmarco:track=trec,valid_topk=30_id1030_0",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1031,0,0.35033404253893413,NDCG@10,"msmarco:track=trec,valid_topk=30_id1031_0",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1032,0,0.2780144132430498,NDCG@10,"msmarco:track=trec,valid_topk=30_id1032_0",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1033,0,0.7271279125229834,NDCG@10,"msmarco:track=trec,valid_topk=30_id1033_0",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1034,0,0.5372569671735982,NDCG@10,"msmarco:track=trec,valid_topk=30_id1034_0",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1035,0,0.6250413189875486,NDCG@10,"msmarco:track=trec,valid_topk=30_id1035_0",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1036,0,0.5321011170334358,NDCG@10,"msmarco:track=trec,valid_topk=30_id1036_0",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1037,0,0.7442644506054317,NDCG@10,"msmarco:track=trec,valid_topk=30_id1037_0",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1038,0,0.588620076731458,NDCG@10,"msmarco:track=trec,valid_topk=30_id1038_0",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1039,0,0.9575861412006988,NDCG@10,"msmarco:track=trec,valid_topk=30_id1039_0",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1040,0,1.0,NDCG@10,"msmarco:track=trec,valid_topk=30_id1040_0",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1041,0,0.46602012090760225,NDCG@10,"msmarco:track=trec,valid_topk=30_id1041_0",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1042,0,0.4765332441737288,NDCG@10,"msmarco:track=trec,valid_topk=30_id1042_0",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1000,1,0.15813256202726325,NDCG@10,"msmarco:track=trec,valid_topk=30_id1000_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1001,1,0.4015347935356339,NDCG@10,"msmarco:track=trec,valid_topk=30_id1001_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1002,1,0.6145096739669572,NDCG@10,"msmarco:track=trec,valid_topk=30_id1002_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1003,1,0.5429845503389622,NDCG@10,"msmarco:track=trec,valid_topk=30_id1003_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1004,1,0.08895324065055082,NDCG@10,"msmarco:track=trec,valid_topk=30_id1004_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1005,1,0.5418333236420148,NDCG@10,"msmarco:track=trec,valid_topk=30_id1005_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1006,1,0.7535351701019702,NDCG@10,"msmarco:track=trec,valid_topk=30_id1006_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1007,1,0.5375099538604989,NDCG@10,"msmarco:track=trec,valid_topk=30_id1007_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1008,1,0.5306774213167371,NDCG@10,"msmarco:track=trec,valid_topk=30_id1008_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1009,1,0.7163922489390943,NDCG@10,"msmarco:track=trec,valid_topk=30_id1009_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1010,1,0.8970426404202024,NDCG@10,"msmarco:track=trec,valid_topk=30_id1010_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1011,1,0.4202223791288466,NDCG@10,"msmarco:track=trec,valid_topk=30_id1011_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1012,1,0.49763255777093685,NDCG@10,"msmarco:track=trec,valid_topk=30_id1012_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1013,1,0.5486034308064001,NDCG@10,"msmarco:track=trec,valid_topk=30_id1013_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1014,1,0.06205495761532439,NDCG@10,"msmarco:track=trec,valid_topk=30_id1014_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1015,1,0.45338173059226666,NDCG@10,"msmarco:track=trec,valid_topk=30_id1015_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1016,1,0.41938854741545445,NDCG@10,"msmarco:track=trec,valid_topk=30_id1016_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1017,1,0.7118736763168472,NDCG@10,"msmarco:track=trec,valid_topk=30_id1017_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1018,1,0.8482378089219645,NDCG@10,"msmarco:track=trec,valid_topk=30_id1018_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1019,1,0.6325848637991047,NDCG@10,"msmarco:track=trec,valid_topk=30_id1019_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1020,1,0.5066640405813743,NDCG@10,"msmarco:track=trec,valid_topk=30_id1020_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1021,1,0.5704938647475166,NDCG@10,"msmarco:track=trec,valid_topk=30_id1021_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1022,1,0.49722585790323753,NDCG@10,"msmarco:track=trec,valid_topk=30_id1022_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1023,1,0.3558537377745036,NDCG@10,"msmarco:track=trec,valid_topk=30_id1023_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1024,1,0.5432343633310154,NDCG@10,"msmarco:track=trec,valid_topk=30_id1024_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1025,1,0.0,NDCG@10,"msmarco:track=trec,valid_topk=30_id1025_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1026,1,0.41204537129358,NDCG@10,"msmarco:track=trec,valid_topk=30_id1026_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1027,1,0.7244470371632564,NDCG@10,"msmarco:track=trec,valid_topk=30_id1027_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1028,1,0.2078119334753353,NDCG@10,"msmarco:track=trec,valid_topk=30_id1028_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1029,1,0.3553646419736322,NDCG@10,"msmarco:track=trec,valid_topk=30_id1029_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1030,1,0.8783032654107725,NDCG@10,"msmarco:track=trec,valid_topk=30_id1030_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1031,1,0.41693481828405143,NDCG@10,"msmarco:track=trec,valid_topk=30_id1031_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1032,1,0.23283510468275057,NDCG@10,"msmarco:track=trec,valid_topk=30_id1032_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1033,1,0.3995258702373638,NDCG@10,"msmarco:track=trec,valid_topk=30_id1033_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1034,1,0.6728401679298929,NDCG@10,"msmarco:track=trec,valid_topk=30_id1034_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1035,1,0.7132497305648504,NDCG@10,"msmarco:track=trec,valid_topk=30_id1035_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1036,1,0.6528642754944294,NDCG@10,"msmarco:track=trec,valid_topk=30_id1036_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1037,1,0.6156886473955916,NDCG@10,"msmarco:track=trec,valid_topk=30_id1037_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1038,1,0.7033849966663008,NDCG@10,"msmarco:track=trec,valid_topk=30_id1038_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1039,1,0.8069846745100949,NDCG@10,"msmarco:track=trec,valid_topk=30_id1039_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1040,1,1.0,NDCG@10,"msmarco:track=trec,valid_topk=30_id1040_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1041,1,0.4046462666684739,NDCG@10,"msmarco:track=trec,valid_topk=30_id1041_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1042,1,0.552274386509164,NDCG@10,"msmarco:track=trec,valid_topk=30_id1042_1",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1000,2,0.18459472679073968,NDCG@10,"msmarco:track=trec,valid_topk=30_id1000_2",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1001,2,0.16761380714926366,NDCG@10,"msmarco:track=trec,valid_topk=30_id1001_2",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1002,2,0.6463903250410317,NDCG@10,"msmarco:track=trec,valid_topk=30_id1002_2",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1003,2,0.8568270051237654,NDCG@10,"msmarco:track=trec,valid_topk=30_id1003_2",valid,
cohere_xlarge-20221108,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/msmarco:track=trec,valid_topk=30,model=cohere_xlarge-20221108,data_augmentation=canonical",id1004,2,0.5410861807859552,NDCG@10,"msmarco:track=trec,valid_topk=30_id1004_2",valid,
